id,word,meaning,section,page
1433,abolish,を廃止する,5,308
1434,strip,を［から］取り去る；を裸にする,5,308
1435,dispose,〔＋ofで〕を処分する；を(…する)気にさせる(to do)；を配置する,5,308
1436,dump,を投棄する；をどさっと落とす,5,309
1437,weave,を織る；(計画・物語など)を作り上げる,5,309
1438,refine,を洗練する；を精製する,5,309
1439,enrich,を豊かにする；(物質)を濃縮化する,5,309
1440,coordinate,を調整する；を組織する；(服など)をコーディネートする,5,309
1441,headline,(新聞などの)見出し,5,310
1442,internship,【米】 実務［医学］研修；研修期間,5,310
1443,outlet,直売店，特売店；はけ口；【米】(電気の)コンセント,5,310
1444,remedy,治療(法)；治療薬；解決法,5,310
1445,pill,錠剤，丸薬；〔the ～〕ピル，経口避妊薬,5,310
1446,reception,反応；宴会；受付；受信(状態),5,311
1447,transaction,(商)取引；(人と人との)交流,5,311
1448,mutation,突然変異(体)；変化,5,311
1449,dairy,〔集合的に〕乳製品；乳製品加工所［販売者］,5,311
1450,compassion,同情,5,311
1451,posture,姿勢；心構え,5,312
1452,curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い,5,312
1453,funeral,葬式,5,312
1454,census,国勢調査；交通調査,5,312
1455,encyclopedia,百科事典,5,312
1456,cereal,〔通例～s〕穀物；シリアル(穀物加工食品),5,313
1457,fragment,断片,5,313
1458,patch,(～の)部分，斑点；継ぎ；貼り薬,5,313
1459,rubbish,【英】 ごみ；つまらないもの,5,313
1460,maze,迷路；複雑に込み入ったもの,5,313
1461,outlook,見解；見通し；眺め,5,314
1462,breakthrough,大発見，飛躍的進歩,5,314
1463,triumph,勝利；勝利の喜び；偉業,5,314
1464,ally,同盟国；提携者；援助者；盟友,5,314
1465,spectator,(試合などの)観客,5,314
1466,sphere,領域；球体；天体,5,315
1467,county,【米】 郡；【英】州,5,315
1468,behalf,利益，味方,5,315
1469,interval,(時間の)間隔；合間；隔たり；小休止,5,315
1470,circulation,循環；流通；(新聞・雑誌の)発行部数,5,315
1471,blade,刃；(プロペラなどの)羽根；(草などの)葉,5,316
1472,theft,窃盗(罪),5,316
1473,vacuum,真空；空虚,5,316
1474,collision,衝突；対立,5,316
1475,bargain,買い得品；取引；契約,5,316
1476,landmark,(ある場所の)目印；画期的な出来事,5,317
1477,revenue,歳入；収益,5,317
1478,treaty,(国家間の)条約；協定,5,317
1479,supreme,最高の,5,317
1480,thorough,徹底的な；まったくの,5,317
1481,naked,裸の,5,318
1482,sincere,心からの；誠実な,5,318
1483,tame,飼いならされた，人に慣れた；退屈な,5,318
1484,insufficient,不十分な；不適当な,5,318
1485,dim,薄暗い；ぼんやりした,5,318
1486,acute,(痛み・感情などが)激しい；(知覚などが)鋭い；急性の,5,319
1487,disabled,障害のある；障害者用の,5,319
1488,metropolitan,大都市の，首都圏の,5,319
1489,monetary,金銭的な；金融の,5,319
1490,alternate,代わりの；交互の,5,319
1491,partial,部分的な；不公平な,5,320
1492,divine,神の；神にささげる,5,320
1493,drastic,徹底的な，抜本的な；極端な,5,320
1494,fierce,猛烈な；どう猛な,5,320
1495,sole,唯一の；単独の；独占的な,5,320
1496,spontaneous,自然発生的な；自発的な,5,321
1497,spatial,空間の,5,321
1498,neat,きちんとした；見事な,5,321
1499,tidy,きちんとした，整頓された；相当の,5,321
1500,loyal,(～に)忠実な(to)；誠実な,5,321
1501,bless,に恩恵を与える；に感謝する,6,322
1502,regain,を取り戻す,6,322
1503,conform,順応する；一致する,6,322
1504,enroll,登録する，入会する；を登録させる,6,322
1505,entitle,に権利を与える；に題名をつける,6,322
1506,halt,を止める；止まる,6,323
1507,provoke,(感情・行動など)を引き起こす；を挑発する,6,323
1508,invade,を侵略する；を侵害する；(場所)に殺到する,6,323
1509,squeeze,押し入る；を押し込む；(を)搾る；(を)強く押す,6,323
1510,crawl,はう；ゆっくり進む,6,323
1511,digest,を消化する；を理解する；を要約する,6,324
1512,utter,(声)を発する；(考えなど)を述べる,6,324
1513,refrain,控える,6,324
1514,populate,に住む，の住民である；に人を住まわせる,6,324
1515,accommodate,を収容する；を(～に)適応させる(to),6,324
1516,steer,(を)操縦する；を(～へ)向ける(to),6,325
1517,drown,溺死する；を水浸しにする,6,325
1518,dip,を浸す；(手など)を(～に)突っ込む(into / in)；下がる,6,325
1519,soak,を浸す；をずぶぬれにする；浸る,6,325
1520,stir,をかき回す；を揺り動かす,6,325
1521,transplant,を移植する；を移住させる,6,326
1522,reassure,を安心させる,6,326
1523,resume,(を)再開する；を取り戻す,6,326
1524,speculate,(と)推測する；投機する,6,326
1525,surpass,を上回る,6,326
1526,appoint,を任命する；(日時・場所など)を指定する,6,327
1527,intrigue,に興味を持たせる；陰謀を企てる,6,327
1528,decay,腐敗する；(徐々に)衰える,6,327
1529,contaminate,を汚染する；を堕落させる,6,327
1530,swell,膨張する，腫れる；を膨らませる,6,327
1531,delete,を削除する，消す,6,328
1532,tolerate,を許容する，我慢する,6,328
1533,envy,をうらやむ,6,328
1534,pray,(を)祈る,6,328
1535,confess,(を)告白する,6,328
1536,resign,(を)辞任する；を放棄する,6,329
1537,dissolve,(を)溶かす；(議会など)を解散する；(契約など)を解消する；溶ける,6,329
1538,unfold,(閉じたもの)を開く；を明らかにする；開く；明らかになる,6,329
1539,awaken,を目覚めさせる；(～から)覚める(from),6,329
1540,conceive,(を)思いつく；と想像する；(を)妊娠する,6,329
1541,entrepreneur,起業家，事業家,6,330
1542,stake,利害関係；〔通例～s〕賭け金；杭,6,330
1543,surplus,余剰，過剰；黒字,6,330
1544,inflation,インフレ(ーション)；(物価の)高騰,6,330
1545,sweatshop,搾取工場,6,330
1546,clash,衝突；対立；かち合うこと；ガチャンという音,6,331
1547,sociology,社会学,6,331
1548,ideology,イデオロギー，思想傾向,6,331
1549,margin,余白；差；利ざや,6,331
1550,realm,領域；領土,6,331
1551,domain,分野；領域；ドメイン,6,332
1552,algorithm,アルゴリズム；問題解決の手順,6,332
1553,prairie,大草原,6,332
1554,frontier,〔通例the ～s〕最先端；〔the ～〕 【米】辺境地；国境,6,332
1555,bullet,銃弾,6,332
1556,shield,盾，防御物,6,333
1557,despair,絶望,6,333
1558,radiation,放射能，放射線,6,333
1559,placebo,偽薬，プラシーボ；気休め,6,333
1560,nursery,託児所；苗床,6,333
1561,spouse,配偶者,6,334
1562,makeup,化粧；化粧品；構成；性質,6,334
1563,mummy,ミイラ；【英】ママ，お母さん,6,334
1564,flesh,(人・動物の)肉；果肉,6,334
1565,limb,手足,6,334
1566,odor,におい；気配,6,335
1567,laundry,洗濯(物)；クリーニング店,6,335
1568,tide,潮(の干満)；動向,6,335
1569,questionnaire,アンケート,6,335
1570,nonsense,ばかげた物［話，考え］；無意味な言葉,6,335
1571,revenge,復讐,6,336
1572,intellect,知性；〔the ～(s)〕知識人,6,336
1573,hospitality,親切なもてなし，歓待；受容性,6,336
1574,librarian,司書，図書館員,6,336
1575,manuscript,(手書きの)原稿；写本,6,336
1576,obsession,(考えなどに)取りつかれること；妄想；強迫観念,6,337
1577,hygiene,衛生(状態)；健康法,6,337
1578,paradigm,理論的枠組み，パラダイム；模範,6,337
1579,legitimate,合法的な；妥当な,6,337
1580,authentic,本物の；信頼できる,6,337
1581,empirical,経験的な；経験主義の,6,338
1582,immense,膨大な,6,338
1583,absurd,ばかげた；不合理な,6,338
1584,weird,異様な，奇妙な,6,338
1585,accidental,偶然の；過失による,6,338
1586,uneasy,不安な；落ち着かない；ぎこちない,6,339
1587,jealous,嫉妬深い；用心深い,6,339
1588,feminine,女らしい,6,339
1589,swift,素早い,6,339
1590,hollow,空洞の；空虚な；うわべだけの,6,339
1591,crude,大まかな；粗野な；未精製の,6,340
1592,sore,痛い；腹が立って,6,340
1593,pessimistic,悲観的な,6,340
1594,vain,無駄な；うぬぼれた,6,340
1595,susceptible,(～の)影響を受けやすい(to)；感染しやすい,6,340
1596,edible,食用の，食べられる,6,341
1597,sheer,純然たる，真の；すごい；(布が)薄地の,6,341
1598,explicit,明白な；率直な,6,341
1599,prone,(～に)なりやすい(to)；(…する)傾向がある(to do),6,341
1600,affluent,裕福な；豊富な,6,341
1601,collaborate,共同して働く；(～に)協力する(with),6,342
1602,exert,を及ぼす；(力など)を行使する,6,342
1603,excel,(～で)秀でている(in / at)；に勝る,6,342
1604,prosper,栄える，成功する；繁殖する,6,342
1605,surge,殺到する；(感情が)こみ上げる；急騰する,6,342
1606,intervene,(～に)介入する(in)；介在する,6,343
1607,insert,を挿入する,6,343
1608,overtake,を追い抜く；に追いつく；(災難・強い感情などが)を襲う,6,343
1609,snap,をパチンと鳴らす；をポキッと折る；ポキッと折れる；パチンと音を立てる,6,343
1610,carve,を彫る；を切り開く；(肉)を切り分ける,6,343
1611,addict,〔受身形で〕(～の)中毒になる(to)；(～に)凝る,6,344
1612,condemn,を非難する；〔受身形で〕(～の刑を)宣告される(to),6,344
1613,convict,に有罪を宣告する,6,344
1614,dictate,を指図する；を書き取らせる；を規定する,6,344
1615,prescribe,(薬など)を処方する；を規定する,6,344
1616,inhibit,を抑制する；を妨げる,6,345
1617,stray,はぐれる，(道に)迷う,6,345
1618,roam,(を)歩き回る；放浪する,6,345
1619,enclose,を同封する；を取り囲む,6,345
1620,execute,を実行する；を処刑する,6,345
1621,coincide,同時に起こる；一致する,6,346
1622,lag,遅れる；徐々に弱まる,6,346
1623,cling,しがみつく；くっつく,6,346
1624,erase,を消す,6,346
1625,grind,(穀物など)をひく,6,346
1626,knit,を編む；を結合する；編み物をする,6,347
1627,inquire,(を)尋ねる,6,347
1628,betray,をうっかり表す；を裏切る,6,347
1629,leak,漏れる；を漏らす,6,347
1630,smash,を粉砕する；を強打する；粉々に壊れる；激突する,6,347
1631,bounce,跳ねる；反射する；を弾ませる；(Ｅメールが)(宛先不明で)返送される,6,348
1632,sprawl,(都市などが)不規則に広がる；だらしなく手足を伸ばす,6,348
1633,converse,(～と)会話をする(with),6,348
1634,recite,を暗唱する；を詳述する,6,348
1635,disregard,を無視する；を軽視する,6,348
1636,frown,眉をひそめる,6,349
1637,evoke,を呼び起こす,6,349
1638,pledge,を誓う，約束する；を与えることを約束する,6,349
1639,aspire,(～を)熱望する(to),6,349
1640,contemplate,(を)熟考する；を予想する,6,349
1641,grace,優美，優雅；分別；(神の)恩寵,6,350
1642,enlightenment,啓蒙，啓発,6,350
1643,commerce,商業；貿易,6,350
1644,draft,下書き；為替手形；隙間風,6,350
1645,barrel,バレル(液量の単位)；たる,6,350
1646,timber,【英】 木材；樹木,6,351
1647,garment,衣服,6,351
1648,thread,糸；(議論などの)筋道,6,351
1649,cabinet,〔しばしばthe C-〕内閣；戸棚,6,351
1650,bureau,(官庁の)局；事務局；案内所,6,351
1651,autonomy,(個人の)自律；自治(権)；自治体,6,352
1652,toll,損害(の程度)；死傷者数；通行料,6,352
1653,discourse,話し合い，会話；講演；論説,6,352
1654,superstition,迷信,6,352
1655,glimpse,ちらりと見えること,6,352
1656,arithmetic,計算；算数,6,353
1657,glossary,用語小辞典；用語集,6,353
1658,archive,〔しばしば～s〕記録文書，公文書；公文書保管所；(コンピューターの)アーカイブ,6,353
1659,legacy,遺産,6,353
1660,anthropology,人類学,6,353
1661,rage,激怒；猛威,6,354
1662,sorrow,悲しみ,6,354
1663,psychiatrist,精神科医,6,354
1664,ward,行政区；病棟,6,354
1665,stall,露店；エンスト；失速,6,354
1666,flame,炎；情熱,6,355
1667,moisture,水分；湿気,6,355
1668,irony,皮肉,6,355
1669,warrior,戦士,6,355
1670,astronomy,天文学,6,355
1671,probe,(無人)宇宙探査機；(～の)精査(into)；探り針,6,356
1672,altitude,高度，標高,6,356
1673,tumor,腫瘍；腫れ物,6,356
1674,defect,欠陥；不足,6,356
1675,sanitation,公衆衛生(学)；下水［衛生］設備,6,356
1676,longevity,長寿；寿命；長年勤続,6,357
1677,scope,(活動・能力などの)範囲；余地,6,357
1678,sentiment,感情；感想；感傷,6,357
1679,plausible,もっともらしい,6,357
1680,vigorous,精力的な；激しい；活力のある,6,357
1681,masculine,男らしい,6,358
1682,rigid,厳しい；硬直した,6,358
1683,adverse,不都合な；逆の,6,358
1684,coherent,一貫した，筋の通った；結束した,6,358
1685,literal,文字どおりの；逐語的な；散文的な,6,358
1686,arbitrary,恣意的な；独断的な,6,359
1687,anonymous,匿名の,6,359
1688,antique,骨董の，アンティークの；古風な,6,359
1689,eternal,永遠の；不変の,6,359
1690,intermediate,中級の；中間の,6,359
1691,subordinate,(～より)下位の(to)；副次的な,6,360
1692,gloomy,陰気な；薄暗い；悲観的な,6,360
1693,thermal,熱の，熱による；保温用の,6,360
1694,faint,かすかな；めまいがする；弱々しい,6,360
1695,naive,お人よしの，愚直な；純朴な,6,360
1696,apt,(…する)傾向がある(to do)；適切な；利発な,6,361
1697,arrogant,横柄な，傲慢な,6,361
1698,extrovert,外向的な；社交的な,6,361
1699,conspicuous,目立つ,6,361
1700,intact,損なわれていない，手つかずの,6,361
1701,embody,を具現する；を包含する,6,362
1702,illuminate,を照らす；を解明する,6,362
1703,console,を慰める,6,362
1704,verify,の正しさを証明［確認］する,6,362
1705,disclose,を公表する，暴く,6,362
1706,stack,を積む，積み重ねる；〔～ upで〕(車が)渋滞する,6,363
1707,rotate,回転する；循環する；を回転させる,6,363
1708,constrain,に(…することを)強いる(to do)；を抑える,6,363
1709,hinder,を妨げる,6,363
1710,withstand,に耐える,6,363
1711,tweet,(を)ツイートする，つぶやく,6,364
1712,sneeze,くしゃみをする,6,364
1713,erupt,(火山が)噴火する；勃発する,6,364
1714,blur,をぼかす；を曇らせる；をあいまいにする,6,364
1715,overlap,(一部)重なる；(と)重複［共通］する,6,364
1716,embed,〔通例受身形で〕埋め込まれる，はめ込まれる,6,365
1717,displace,に取って代わる；を移動させる,6,365
1718,render,を(ある状態に)する；(援助など)を与える,6,365
1719,plunge,(～に)(を)突っ込む(into)；没頭する；陥る,6,365
1720,surrender,を放棄する，引き渡す；(～に)屈する(to),6,365
1721,plug,〔＋inで〕のプラグを電源に差し込む；を(～で)ふさぐ(with),6,366
1722,suck,(を)吸う；(を)しゃぶる,6,366
1723,mock,をばかにする；のまねをしてからかう,6,366
1724,tease,(を)からかう；をいじめる,6,366
1725,soothe,をなだめる；を和らげる,6,366
1726,stain,を汚す；に着色する,6,367
1727,shun,を避ける,6,367
1728,stumble,よろけながら歩く；(～に)つまずく(on / over),6,367
1729,flush,を紅潮させる；を水で流す；紅潮する,6,367
1730,impair,を損なう,6,367
1731,presume,と思う；と推定する；を前提とする,6,368
1732,contend,と主張する；競う,6,368
1733,roar,うなる，ほえる；大笑いする,6,368
1734,haunt,(記憶・考えなどが)につきまとう；(幽霊などが)に出る；によく行く,6,368
1735,divert,(注意など)をそらす；を迂回させる；(資金など)を転用する,6,368
1736,await,を待つ,6,369
1737,fetch,を(行って)持って［連れて］くる,6,369
1738,unify,を統合［統一］する；統一される,6,369
1739,inspect,を点検する；を視察する,6,369
1740,entail,を伴う，引き起こす；(…すること)を含む(doing),6,369
1741,tactics,作戦，方策；戦術，戦法,6,370
1742,feat,偉業，功績；妙技,6,370
1743,prestige,名声；〔形容詞的に〕名声のある,6,370
1744,analogy,類推；類似,6,370
1745,conscience,良心；分別,6,370
1746,textile,織物；繊維(産業),6,371
1747,deficit,赤字，不足；欠陥,6,371
1748,plague,疫病；(害虫などの)異常発生,6,371
1749,hazard,危険(要素)；偶然,6,371
1750,metabolism,(新陳)代謝，代謝作用,6,371
1751,paralysis,麻痺；〔比喩的に〕麻痺(状態),6,372
1752,grid,(電気などの)供給網；格子(模様)；碁盤目,6,372
1753,carriage,馬車；車両；立ち居振舞い；【英】輸送,6,372
1754,friction,不和；摩擦,6,372
1755,rebel,反逆者,6,372
1756,regime,政権，政体；体制,6,373
1757,monopoly,独占(権),6,373
1758,staple,必需食品；主要産物,6,373
1759,merchandise,商品,6,373
1760,vendor,物売り，行商人；自動販売機,6,373
1761,supervisor,監督者；指導教員,6,374
1762,predecessor,前任者；前のもの,6,374
1763,personnel,〔集合的に〕職員，社員,6,374
1764,vessel,船舶；容器；(体液が通る)脈管,6,374
1765,liver,肝臓,6,374
1766,duration,(時間の)継続，持続(時間),6,375
1767,certificate,証明書；免許状,6,375
1768,geometry,幾何学,6,375
1769,symmetry,(左右)対称；調和,6,375
1770,biography,伝記,6,375
1771,masterpiece,傑作,6,376
1772,rhyme,押韻詩；韻；〔通例～s〕詩歌,6,376
1773,premium,保険料；プレミア；景品,6,376
1774,breakdown,崩壊；(神経)衰弱；故障；内訳,6,376
1775,courtesy,礼儀正しさ；好意；優遇,6,376
1776,protocol,(条約)議定書；外交儀礼；プロトコル,6,377
1777,specimen,標本；実例,6,377
1778,thesis,論文；命題，テーゼ,6,377
1779,eligible,適格の，資格のある；(結婚相手として)望ましい,6,377
1780,intrinsic,固有の，本質的な,6,377
1781,diligent,勤勉な；入念な,6,378
1782,vocational,職業の，職業訓練の(ための),6,378
1783,bankrupt,破産宣告を受けた；破綻している,6,378
1784,stern,厳しい；いかめしい,6,378
1785,stubborn,頑固な，強情な；手に負えない,6,378
1786,maternal,母の，母親らしい；妊婦の,6,379
1787,fertile,肥沃な；多産の,6,379
1788,ripe,熟した；成熟した,6,379
1789,stiff,硬直した，凝った；堅い,6,379
1790,obsolete,廃れた，使われなくなった；古くなった,6,379
1791,vacant,空いている,6,380
1792,acoustic,音響の；聴覚の；(楽器が)アコースティックの,6,380
1793,preliminary,予備の，準備の,6,380
1794,approximate,おおよその,6,380
1795,implicit,暗黙の；内在する,6,380
1796,punctual,時間を守る,6,381
1797,compatible,矛盾しない；互換性のある；気が合う,6,381
1798,ample,十分すぎるほどの；広い,6,381
1799,pervasive,隅々に広がった；浸透する；充満する,6,381
1800,ubiquitous,至る所にある,6,381
1801,deduce,を推測する，演繹する,6,382
1802,simulate,を模擬実験する；を装う；をまねる,6,382
1803,merge,(を)合併する；を融合させる；溶け込む,6,382
1804,penetrate,(に)浸透する；(に)進出する；(を)貫く；(を)見抜く,6,382
1805,cater,(の)料理をまかなう；(要望などに)応える,6,382
1806,assault,に暴行する；を攻撃する,6,383
1807,torture,を拷問にかける；を苦しめる,6,383
1808,bleed,出血する,6,383
1809,erect,を建てる；を直立させる,6,383
1810,cherish,を大切にする；を心に抱く,6,383
1811,arouse,(感情など)を引き起こす；を目覚めさせる,6,384
1812,doom,〔通例受身形で〕運命にある,6,384
1813,mourn,(を)悼む；(を)嘆く,6,384
1814,dread,をひどく恐れる,6,384
1815,nourish,に栄養を与える；をはぐくむ,6,384
1816,inject,(人)に注射する，を注入する；を導入する,6,385
1817,swear,(～を)ののしる(at)；(を)誓う,6,385
1818,bid,(～に)の値をつける；(挨拶)を述べる,6,385
1819,corrupt,を堕落させる；を買収する；堕落する,6,385
1820,preoccupy,の心を奪う，を夢中にさせる,6,385
1821,browse,(を)拾い読みする；(を)閲覧する；(商品など)を見て歩く,6,386
1822,compile,を編集する；(資料など)をまとめる,6,386
1823,allocate,を割り当てる，分配する,6,386
1824,offset,を相殺する，埋め合わせる；をオフセット印刷にする,6,386
1825,restrain,を制止する；を規制する,6,386
1826,comply,従う，応じる,6,387
1827,expire,期限が切れる,6,387
1828,embark,(～に)乗り出す(on)；乗船［搭乗］する,6,387
1829,flap,パタパタ動く；羽ばたく；をパタパタ動かす,6,387
1830,furnish,に(～を)備えつける(with),6,387
1831,forge,を偽造する；(関係など)を築く；を鍛造する,6,388
1832,thrust,を押しつける；を突き刺す；押し進む,6,388
1833,dispatch,を派遣する；を発送する；を処理する,6,388
1834,resent,に憤慨する,6,388
1835,reconcile,を(～と)一致させる(with)；を和解させる,6,388
1836,allege,を主張する,6,389
1837,oppress,を抑圧［迫害］する；を悩ませる,6,389
1838,expel,を追放する；を吐き出す,6,389
1839,ascend,(を)上がる,6,389
1840,commence,始まる；を開始する；…し始める(to do / doing),6,389
1841,advent,〔the ～〕出現，到来,6,390
1842,reign,治世；統治,6,390
1843,diplomacy,外交(的手腕),6,390
1844,embassy,大使館；大使一行,6,390
1845,exile,亡命(者)；(国外)追放,6,390
1846,refuge,避難(所)；保護,6,391
1847,plight,窮状；(悪い)状態,6,391
1848,solitude,ひとりでいること；孤独,6,391
1849,fallacy,誤った考え，誤信；錯誤,6,391
1850,latitude,緯度；(行動・思想などの)許容範囲,6,391
1851,eclipse,(日食・月食などの)食；(名声などの)失墜,6,392
1852,basin,流域；盆地，海盆；洗面器［台］,6,392
1853,erosion,浸食；衰退,6,392
1854,archaeology,考古学,6,392
1855,errand,(人の)使い，使い走り；用件,6,392
1856,mercy,慈悲；〔通例a ～〕幸運,6,393
1857,rhetoric,修辞(法)；美辞麗句,6,393
1858,verse,韻文；詩,6,393
1859,congestion,混雑,6,393
1860,sewage,下水,6,393
1861,complement,(～の)補完物，補足(to)；(文法の)補語,6,394
1862,subsidy,補助金；報奨金,6,394
1863,mortgage,住宅ローン；抵当(権),6,394
1864,attorney,【米】 弁護士；代理人,6,394
1865,outfit,衣装一式；装備［道具］一式；組織,6,394
1866,bulk,〔the ～〕(～の)大半(of)；大きさ；大量,6,395
1867,reunion,再会(の集い)；再結合,6,395
1868,synthesis,合成；総合,6,395
1869,mold,鋳型；鋳物；性格；かび,6,395
1870,thirst,(のどの)渇き；(～に対する)渇望(for),6,395
1871,greed,強欲,6,396
1872,bribe,賄賂,6,396
1873,contempt,軽蔑；恥辱,6,396
1874,texture,感触，手触り；本質；質感,6,396
1875,orphan,孤児,6,396
1876,harassment,嫌がらせ，ハラスメント,6,397
1877,hay,干し草,6,397
1878,doctrine,教義；【米】(政策上の)主義,6,397
1879,holistic,全体論の；(医療が)ホリスティックの,6,397
1880,liable,しがちな；(～を)受けやすい(to)；責任がある,6,397
1881,earnest,まじめな，熱心な,6,398
1882,intelligible,(簡単に)理解できる,6,398
1883,abrupt,突然の,6,398
1884,reckless,無謀な；(～を)顧みない(of),6,398
1885,furious,激怒した；猛烈な,6,398
1886,eloquent,雄弁な；説得力のある,6,399
1887,juvenile,青少年の,6,399
1888,notorious,悪名高い,6,399
1889,timid,臆病な；内気な,6,399
1890,humid,湿気のある,6,399
1891,contagious,感染(性)の；病気を伝染する,6,400
1892,cynical,冷笑的な，皮肉な,6,400
1893,dumb,ばかげた；口のきけない；無言の,6,400
1894,monotonous,単調な,6,400
1895,perpetual,永続的な；ひっきりなしの,6,400
1896,dizzy,目まいがする；当惑した,6,401
1897,weary,疲れ果てた；(～に)うんざりした(of),6,401
1898,numb,麻痺した，無感覚な；ぼう然とした,6,401
1899,mortal,致命的な；死すべき(運命の),6,401
1900,zealous,熱心な；熱狂的な,6,401
